case_id,case_type,razorpay_payment_id,razorpay_order_id,razorpay_sub_id,razorpay_token_id,razorpay_customer_id,amount_paise,currency,method,card_network,error_code,error_source,error_step,error_reason,error_description,decline_class,subscription_status,retry_count,max_retries,created_at,last_attempt_at,next_retry_at,case_status,recovery_method,recovered_amount_paise,contact_phone,contact_email,invoice_id,company_name,gstin,aging_bucket,checkout_stage,amount_rupees,recovered_amount_rupees
5cff6ad3-911e-4bd6-a8eb-7e317aeafd27,payment,pay_yMLXkB7Cz5sMjv,order_KeorndDsFxxmxs,,,cust_PjwLCHHmVFTns7,49200,INR,card,rupay,GATEWAY_ERROR,gateway,payment_authorization,gateway_technical_error,Payment did not go through due to a temporary issue.,technical,,3,3,2026-08-07T22:58:27.997650+05:30,2026-08-22T10:58:27.997650+05:30,,recovered,auto_retry,49200,+919900660979,vivaan.shah516@rediffmail.com,,,,,,492.0,492.0
dd3cdeba-fb6b-43df-8dee-51ce29755b87,subscription,pay_4shHEAxsndSqAA,order_vnilgo7idm4wtU,sub_e8hyepePJYRE8o,token_vZV3fe3zTty1OB,cust_1HbwO1Ti4ovWgF,346000,INR,wallet,,BAD_REQUEST_ERROR,gateway,payment_authorization,payment_failed,Payment was declined by the bank.,technical,active,1,3,2026-08-08T04:03:41.997650+05:30,2026-08-21T10:03:41.997650+05:30,,recovered,auto_retry,346000,+917766029412,rajesh.patel323@outlook.com,,,,,,3460.0,3460.0
fcc04ebe-a94b-4d56-82a5-8a780c1d0d98,subscription,pay_aYsZuDsMMOOkxx,order_u0riNjC4LJea3O,sub_RcjGgFlcQuq3uu,token_lkOrV9bTDbdunF,cust_PZZGR8KevJIRkE,489000,INR,upi,,BAD_REQUEST_ERROR,customer,payment_initiation,incorrect_cvv,Incorrect CVV entered.,soft,active,3,3,2026-08-08T04:28:56.997650+05:30,2026-08-22T10:25:00.997650+05:30,,recovered,voice,489000,+919123423902,diya.mahanty499@hotmail.com,,,,,,4890.0,4890.0
0ff39b1e-95be-41ef-942a-1f3705561d7b,mandate,pay_iCwhh0yPJFmKUd,order_ogH72N0SJfHvNI,,token_lxLILJ0cREtP2B,cust_NRz7YEW8BwevoZ,2865200,INR,upi,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_cancelled,Your payment has been cancelled.,soft,,3,3,2026-08-08T04:40:55.997650+05:30,2026-09-04T10:40:55.997650+05:30,,recovered,auto_retry,2865200,+919876039796,vihaan.pillai567@rediffmail.com,,,,,,28652.0,28652.0
ec6932b8-8691-4269-99a4-4d5b0b8754d4,subscription,pay_XP7aFOMcOxrQA3,order_5fD25AzSFudYyu,sub_0JbBGUzoA6D4rU,token_7I8RGlfTbyPErk,cust_m8heiCWH3Eyvxh,58100,INR,netbanking,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,active,3,3,2026-08-08T04:45:40.997650+05:30,2026-08-16T06:45:40.997650+05:30,,recovered,sms,58100,+919900500177,saanvi.patel511@outlook.com,,,,,,581.0,581.0
0ddbcb44-7d54-4cae-b009-0709caaee40c,subscription,pay_mhY5enT9q8QawA,order_Jw51zm2SY22KZS,sub_ZL4eoR8peAyfNY,token_whWWIbiy5930zC,cust_C6KCXvpltCi73O,490400,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,active,2,3,2026-08-08T04:47:29.997650+05:30,2026-09-06T10:47:29.997650+05:30,,recovered,auto_retry,490400,+919123830220,neha.mahanty531@outlook.com,,,,,,4904.0,4904.0
3938204f-edef-4221-b8bc-a5d14d900d86,mandate,pay_p9th1pn35nz5HV,order_nsrT4aw9L07CDm,,token_VL1G7vtPm05SBR,cust_0AGcEHjoDUhvzX,799000,INR,card,rupay,BAD_REQUEST_ERROR,issuer_bank,card_enrollment_check,card_not_enrolled,Your card is not enabled for online payments.,hard,,0,0,2026-08-08T05:10:26.997650+05:30,2026-08-08T05:10:26.997650+05:30,,closed,manual,0,+919123800895,kiara.nair932@gmail.com,,,,,,7990.0,0.0
9185552d-6ea6-4785-9979-caba99237010,subscription,pay_0eWKajmaoDxxC9,order_K4QWXZnCjEbest,sub_PT7B6J94Hwb4o1,token_wvCVBBMPJCYpNw,cust_caSCrhV5Renonc,1276300,INR,card,visa,GATEWAY_ERROR,gateway,payment_authorization,gateway_technical_error,Payment did not go through due to a temporary issue.,technical,halted,3,3,2026-08-08T05:23:48.997650+05:30,2026-09-03T14:23:48.997650+05:30,,escalated,voice,0,+917788784446,deepak.pillai799@outlook.com,,,,,,12763.0,0.0
369cc13a-a2be-4c30-8fb2-af80b1315bab,subscription,pay_Kjmlos9yIAqKvG,order_c0yuOrNAbbtXBK,sub_NeX31CGy5Sj5Kq,token_ANWwTtxGZXPP6x,cust_IwF2oTQuYp8zqL,655500,INR,upi,,GATEWAY_ERROR,issuer_bank,payment_authorization,bank_technical_error,Bank downtime. Please try again later.,technical,active,1,3,2026-08-08T05:46:36.997650+05:30,2026-08-21T10:46:36.997650+05:30,,recovered,auto_retry,655500,+917788751627,kiara.gupta895@rediffmail.com,,,,,,6555.0,6555.0
e53b870a-7fc4-46f0-9763-d94f37de422f,mandate,pay_RPz6QuQtcEEVQ5,order_nm72LJX31IO6xq,,token_eCu5eSw8y074cI,cust_nonppg9xYoR3Dg,162500,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,1,3,2026-08-08T07:08:57.997650+05:30,2026-08-22T10:08:57.997650+05:30,,recovered,auto_retry,162500,+919988414677,suresh.roy196@gmail.com,,,,,,1625.0,1625.0
1b16c8d7-9917-468a-9c69-b4e3caddf46e,subscription,pay_YRjkltgIrcUDAT,order_1MZiMfKe7Hrz91,sub_L1saHMG686xWsz,token_LZJQkiFbu0b1BV,cust_tsxnaPslf8L2pF,4041400,INR,card,visa,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,card_expired,Your card has expired. Please use another card.,hard,pending,0,0,2026-08-08T07:12:14.997650+05:30,2026-08-08T07:12:14.997650+05:30,,closed,manual,0,+917788310638,aadhya.patel785@gmail.com,,,,,,40414.0,0.0
2df70177-ffc6-49b1-ba25-911dccf895d3,subscription,pay_16Mj1xrQJx0Ess,order_V49xlA45DmSOGw,sub_lCNEWhyqqy5HOE,token_BscNvrFZvh3qcu,cust_irAmKOBtCSAQGi,225600,INR,card,visa,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,active,2,3,2026-08-08T07:16:51.997650+05:30,2026-08-31T10:16:51.997650+05:30,,recovered,auto_retry,225600,+918899561292,ayaan.mishra165@yahoo.co.in,,,,,,2256.0,2256.0
accf0ca6-8c68-4459-b75a-c48bf7a87f7b,mandate,pay_RMOjwG1DsDwK7U,order_A7qfH2f6JWztmd,,token_9sOCq27hEaJ1Z4,cust_T5bbiaTBnXXeuE,327900,INR,card,mastercard,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,,3,3,2026-08-08T07:27:13.997650+05:30,2026-09-07T12:27:13.997650+05:30,,escalated,voice,0,+918899373580,priya.gupta693@yahoo.co.in,,,,,,3279.0,0.0
3a7211e2-243f-4265-b997-0c8e67d96cc2,mandate,pay_sAvwnyTLlcJheh,order_IPiGRDbNnPyZcZ,,token_luWwExLD4slb81,cust_xiOsm8FMYiRcf0,372200,INR,card,mastercard,BAD_REQUEST_ERROR,customer,payment_authentication,payment_cancelled,Your payment has been cancelled.,soft,,3,3,2026-08-08T07:38:58.997650+05:30,2026-09-05T11:38:58.997650+05:30,,escalated,voice,0,+919876629383,shreya.nair684@gmail.com,,,,,,3722.0,0.0
c3af661b-b02d-424c-8683-9d6af52725a8,mandate,pay_gobeF3GZOjYowY,order_V24YWONUYsCsZP,,token_WXopTHIS38YLr6,cust_BwQXaOSH6UyvCy,324400,INR,netbanking,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,1,3,2026-08-08T09:35:45.997650+05:30,2026-08-29T10:35:45.997650+05:30,,recovered,auto_retry,324400,+917766000838,aditi.joshi113@outlook.com,,,,,,3244.0,3244.0
2e0908bb-0bdd-4507-8d93-707deddb985f,b2b_receivable,,order_WF8ab55iNY45RW,,,cust_gymRV8xm34TJyy,10900000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_60_plus_days,Corporate invoice overdue by 88 days (60_plus_days).,soft,,0,3,2026-08-08T10:03:09.997650+05:30,2026-08-08T10:03:09.997650+05:30,,escalated,manual,0,+918899467628,ap@paramount.com,inv_00uA6sHC2DqSBT,Paramount Engineering Works,07ECEBB6625A8ZI,60_plus_days,,109000.0,0.0
2b54c1e3-326e-4b16-88ec-6c015cbef35a,subscription,pay_RpooYcLtNpCV66,order_7nxpq3cPaCFOjK,sub_2zFw89tIN9NQWB,token_Pvh3XVIg33YJV2,cust_ZIIYfAUKZgtJmu,93800,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,card_disabled_for_online_payments,Your card is disabled for online payments.,hard,pending,0,0,2026-08-08T10:16:09.997650+05:30,2026-08-08T10:16:09.997650+05:30,,closed,manual,0,+917766954495,isha.shah894@yahoo.co.in,,,,,,938.0,0.0
269bbdb3-ff8b-4f07-b5d4-0df07497227c,mandate,pay_YLHCAFe46Qh1XH,order_Wdq23hof91x7sT,,token_lr1uGNktSA5DKM,cust_x9l1Tlx95uF3r4,1350800,INR,netbanking,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,,1,3,2026-08-08T10:22:14.997650+05:30,2026-09-01T10:22:14.997650+05:30,,recovered,auto_retry,1350800,+919988537193,aditya.iyer61@gmail.com,,,,,,13508.0,13508.0
43292698-15c4-425b-8d11-0b6e4ae60fd4,b2b_receivable,,order_9uRlt27bOKMpz9,,,cust_Y92X1GWAvtXqCG,10500000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_current,Corporate invoice overdue by 0 days (current).,soft,,0,3,2026-08-08T10:58:09.997650+05:30,2026-08-08T10:58:09.997650+05:30,,recovered,email,10500000,+919123236131,ap@nexura.com,inv_3LItrZlc1lbnzB,Nexura Digital Media LLP,29ABEBC4842Q7Z5,current,,105000.0,105000.0
44f5923d-6660-40a5-8682-4be6a9866d0d,subscription,pay_ZAgOYS6dHlIMrC,order_w6c9WZ1he6cGOX,sub_fTJ61oCFIO4DyD,token_1YJTIWyDvYpNcu,cust_1NEPcls03RNGLU,805100,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,active,3,3,2026-08-08T11:20:08.997650+05:30,2026-09-09T08:49:00.997650+05:30,,recovered,voice,805100,+919988712446,pooja.nair184@yahoo.co.in,,,,,,8051.0,8051.0
82a0b718-bfe9-4196-811d-770106e9d8c6,mandate,pay_mRJMiOoQ4SYFFc,order_ltywjumGZrBOaX,,token_yP8aIQUW46Q8y3,cust_XsVDianWjC5zTO,80000,INR,netbanking,,BAD_REQUEST_ERROR,issuer_bank,card_enrollment_check,card_not_enrolled,Your card is not enabled for online payments.,hard,,0,0,2026-08-08T11:21:10.997650+05:30,2026-08-08T11:21:10.997650+05:30,,closed,manual,0,+919900982088,pradeep.ghosh605@outlook.com,,,,,,800.0,0.0
19d02970-12ac-4d5f-a760-595ce0818a5f,payment,pay_l2iDRWsbVfpqDi,order_Hp8sbwrZl6yW7i,,,cust_NI82jOZWeFzhMG,2587400,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,1,3,2026-08-08T11:31:56.997650+05:30,2026-08-30T10:31:56.997650+05:30,,recovered,auto_retry,2587400,+918899442206,reyansh.mishra704@gmail.com,,,,,,25874.0,25874.0
c75e895e-da56-42a8-8be6-5b5171fa03ba,subscription,pay_sUlq6pWvdVZ8bX,order_tTKV6IRkRjwj7Z,sub_LbGmLq5a1DudPc,token_bPI4Pth1XWqQMl,cust_4VcIE08Qef9CnO,1085100,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,card_disabled_for_online_payments,Your card is disabled for online payments.,hard,pending,0,0,2026-08-08T11:39:06.997650+05:30,2026-08-08T11:39:06.997650+05:30,,closed,manual,0,+917766290896,amit.das617@rediffmail.com,,,,,,10851.0,0.0
265a366a-c059-49ea-9a02-d5ab49376a64,payment,pay_LyXYPcc0AZnwYv,order_9VfIzdpyJF0r3O,,,cust_5TglsC9e8pv4hL,1151200,INR,upi,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,,1,3,2026-08-08T12:23:02.997650+05:30,2026-09-03T10:23:02.997650+05:30,,recovered,auto_retry,1151200,+919900677153,amit.mishra21@hotmail.com,,,,,,11512.0,11512.0
9a985352-3a1d-49c7-9545-e149a416516e,payment,pay_c7Q1IcS1duF9Ff,order_rRESOyc5jNt9ur,,,cust_17aV9LIsZvu1Ts,305300,INR,upi,,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,,2,3,2026-08-08T12:40:54.997650+05:30,2026-09-05T10:40:54.997650+05:30,,recovered,auto_retry,305300,+917766399378,krishna.sharma395@hotmail.com,,,,,,3053.0,3053.0
5a538632-923b-4186-b47b-16d8d40a0788,b2b_receivable,,order_PLA6PiXsVVj3vZ,,,cust_TOgiDkNcezm1qY,6600000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_60_plus_days,Corporate invoice overdue by 87 days (60_plus_days).,soft,,0,3,2026-08-08T12:52:30.997650+05:30,2026-08-08T12:52:30.997650+05:30,,recovered,manual,6600000,+918877307927,ap@vanguard.com,inv_cGNNT3xlfUucEx,Vanguard Chemical Industries Ltd,19BACEE8159G6ZX,60_plus_days,,66000.0,66000.0
bf7e51ef-e9ea-4826-8aeb-5a771a66190b,payment,pay_YxKwAEMKL2igE4,order_3i3hf4mpoVwl4H,,,cust_dRlcxEF6hwFduj,20400,INR,upi,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,,3,3,2026-08-08T12:59:25.997650+05:30,2026-09-06T08:59:25.997650+05:30,,recovered,sms,20400,+919876071210,vihaan.nair734@yahoo.co.in,,,,,,204.0,204.0
24c3e9a2-19ae-4473-afeb-c3238cfdc811,b2b_receivable,,order_odS9vBS0fd0JFj,,,cust_63vQnjwLY7zY4E,7000000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_1_15_days,Corporate invoice overdue by 2 days (1_15_days).,soft,,0,3,2026-08-08T13:12:05.997650+05:30,2026-08-08T13:12:05.997650+05:30,,recovered,email,7000000,+917766798670,ap@cloudscale.com,inv_Dp53KoofmUYEYf,CloudScale Technologies Pvt Ltd,07DEEDB8090I1Z2,1_15_days,,70000.0,70000.0
4dde618a-80b7-4a7a-a712-4ec5085f0148,b2b_receivable,,order_rtNp17uLpa2v1x,,,cust_owsgIQ7Z5akvv3,9500000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_current,Corporate invoice overdue by 0 days (current).,soft,,0,3,2026-08-08T13:30:29.997650+05:30,2026-08-08T13:30:29.997650+05:30,,recovered,email,9500000,+918877060849,ap@paramount.com,inv_UmQ6r1FPgMxvG5,Paramount Engineering Works,06ADAAA9445U4ZK,current,,95000.0,95000.0
d005760c-3e39-4188-ba5d-6f48e8e6a164,subscription,pay_SJ4Q8qGB7tGj40,order_uin12Xl4KIE5C2,sub_5XqfMKdHCfnYDx,token_pcEgZlWYwQXINE,cust_FjwZP8zkIu1hMH,386400,INR,emandate,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,halted,3,3,2026-08-08T13:32:16.997650+05:30,2026-09-04T15:32:16.997650+05:30,,escalated,voice,0,+919123997346,krishna.sharma523@yahoo.co.in,,,,,,3864.0,0.0
3eefcd25-b133-4c30-8e54-9120b10661df,payment,pay_R0BF4BhSA0Qz4F,order_t33Tc8vIpGax1m,,,cust_XSPGGIxttQvSvO,65400,INR,card,visa,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,transaction_limit_exceeded,Maximum transaction limit exceeded for the day.,soft,,1,3,2026-08-08T13:36:21.997650+05:30,2026-08-30T10:36:21.997650+05:30,,recovered,auto_retry,65400,+919900016426,kiara.banerjee310@yahoo.co.in,,,,,,654.0,654.0
3b69f817-6091-43a0-a8f8-103d7e2e9115,mandate,pay_bf3bOiMSsBfnZn,order_mwYiUJ31oCbfuw,,token_XJGVFTHUxsS9A6,cust_Vph7emGquCpIjG,86900,INR,upi,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,,3,3,2026-08-08T13:46:03.997650+05:30,2026-08-28T15:46:03.997650+05:30,,escalated,voice,0,+919123865744,isha.verma562@yahoo.co.in,,,,,,869.0,0.0
5a222f0e-eec0-4170-a62e-060cb4ff6137,b2b_receivable,,order_dHpMzEjZkOKu0e,,,cust_DjYUQo2LUbRqDh,18200000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_1_15_days,Corporate invoice overdue by 11 days (1_15_days).,soft,,0,3,2026-08-08T14:01:30.997650+05:30,2026-08-08T14:01:30.997650+05:30,,recovered,email,18200000,+918877909503,ap@aura.com,inv_v22IT36M1Crmws,Aura Consumer Goods Pvt Ltd,19BDDCD4703H5Z3,1_15_days,,182000.0,182000.0
dd2e011a-6456-4b39-8469-3bd8942bc2bf,b2b_receivable,,order_HiViCFm7piS2cb,,,cust_mvhakS3GvKnhpW,8400000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_1_15_days,Corporate invoice overdue by 9 days (1_15_days).,soft,,0,3,2026-08-08T14:38:39.997650+05:30,2026-08-08T14:38:39.997650+05:30,,recovered,email,8400000,+917766783629,ap@apex.com,inv_Jgnek7MJsYjesA,Apex Logistics Solutions Pvt Ltd,24BEABE5873I2ZC,1_15_days,,84000.0,84000.0
29c5c878-a404-478b-8b5d-4bf48b38dfa9,payment,pay_TI3LmnLph7TCJB,order_F0FILeBFQYHHt0,,,cust_LLYDuLSPN2ZjD9,932800,INR,card,visa,BAD_REQUEST_ERROR,issuer_bank,card_enrollment_check,card_not_enrolled,Your card is not enabled for online payments.,hard,,0,0,2026-08-08T14:38:42.997650+05:30,2026-08-08T14:38:42.997650+05:30,,closed,manual,0,+918899648671,sanjay.reddy349@gmail.com,,,,,,9328.0,0.0
79ed4f06-85db-44c7-a58c-15a096b44ed2,payment,pay_bs2gstgeRhA39M,order_IG65GmPyqMBez3,,,cust_RoQxqZyHTXuAUf,4496100,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,3,3,2026-08-08T14:48:28.997650+05:30,2026-08-28T13:48:28.997650+05:30,,escalated,voice,0,+919123992618,rajesh.pillai121@hotmail.com,,,,,,44961.0,0.0
ae269e64-0afa-4815-bd86-31eddeb223af,subscription,pay_Mjh0QefDPdvjoy,order_9dFXRwWf6Byfg1,sub_1Iw4X1emoDO7Lv,token_tdQMcD8d4t93WL,cust_GhvXdBbqxukTiG,413000,INR,card,mastercard,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,halted,3,3,2026-08-08T14:59:43.997650+05:30,2026-09-03T15:59:43.997650+05:30,,escalated,voice,0,+919123550567,ayaan.sharma258@hotmail.com,,,,,,4130.0,0.0
4e7f9789-66c5-4fe1-9856-ef7e22696ead,payment,pay_dws9SiLBPPfuCu,order_D21v3JiTlVnCiz,,,cust_RjAILqtVgXKSV6,857500,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,3,3,2026-08-08T16:09:21.997650+05:30,2026-09-03T14:09:21.997650+05:30,,escalated,voice,0,+917766145134,ayaan.gupta509@gmail.com,,,,,,8575.0,0.0
a2bd66ba-260b-403a-a816-296764063539,b2b_receivable,,order_aepk2WlfYlRSiS,,,cust_RqHf8fiE2hfCyq,19700000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_16_30_days,Corporate invoice overdue by 20 days (16_30_days).,soft,,0,3,2026-08-08T17:04:17.997650+05:30,2026-08-08T17:04:17.997650+05:30,,closed,email,0,+919988278852,ap@bluedart.com,inv_0R8GkXN5wrNLSi,BlueDart SupplyChain Services Ltd,27CEDBA1917L5ZJ,16_30_days,,197000.0,0.0
0d3e21a8-8b8f-4773-a487-3bf7cc32b374,b2b_receivable,,order_EBhMowxMowH4pw,,,cust_NNtscfnEkLJKox,11800000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_current,Corporate invoice overdue by 0 days (current).,soft,,0,3,2026-08-08T17:26:31.997650+05:30,2026-08-08T17:26:31.997650+05:30,,recovered,email,11800000,+919876441876,ap@nexura.com,inv_jxXT3tFBWRJnik,Nexura Digital Media LLP,19DDDDA7436Y8Z1,current,,118000.0,118000.0
f32d1548-f64d-4494-8497-7937c565ebb0,subscription,pay_1F7MSeMQdYoSys,order_S1Np3Pr3tBKFvv,sub_DOWmOCBgWdpd20,token_X7xFIPh2ceAcC3,cust_uqQQKJmWwO72yQ,204300,INR,upi,,BAD_REQUEST_ERROR,customer,payment_initiation,card_number_invalid,You have entered an incorrect card number. Try again.,hard,pending,0,0,2026-08-08T17:32:03.997650+05:30,2026-08-08T17:32:03.997650+05:30,,closed,manual,0,+917788589784,arjun.reddy946@hotmail.com,,,,,,2043.0,0.0
914ff5cd-b98f-4f70-988c-261ba76c9384,b2b_receivable,,order_ftkQX8k2zj6M94,,,cust_Tva287pgCCTFd8,8800000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_current,Corporate invoice overdue by 0 days (current).,soft,,0,3,2026-08-08T17:40:48.997650+05:30,2026-08-08T17:40:48.997650+05:30,,recovered,email,8800000,+919876077171,ap@paramount.com,inv_pmhqFITw0CgpKp,Paramount Engineering Works,29BACDD0066D3ZU,current,,88000.0,88000.0
6bc2835c-360a-4cc1-82d2-fda7e92586c0,payment,pay_FiWspxJhMpeYOy,order_yeiyVXqFTdH14x,,,cust_XzijlSIHU0IanO,1092500,INR,card,visa,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,3,3,2026-08-08T19:14:52.997650+05:30,2026-09-08T16:14:52.997650+05:30,,escalated,voice,0,+917788970998,saanvi.kumar374@outlook.com,,,,,,10925.0,0.0
3de69a31-689b-472c-8f45-d35536ccc341,payment,pay_w2ZxrJsHRkL88q,order_8jCO5l8HxDeaw6,,,cust_WORpTrlOL5vYvc,1444700,INR,card,visa,GATEWAY_ERROR,gateway,payment_authorization,gateway_technical_error,Payment did not go through due to a temporary issue.,technical,,4,3,2026-08-08T19:15:20.997650+05:30,2026-09-03T09:15:00.997650+05:30,,recovered,voice,1444700,+917766917670,aarav.kumar653@rediffmail.com,,,,,,14447.0,14447.0
9735f3d4-8b5d-411e-8b91-31fe1a4f18a2,checkout_drop_off,,order_1EeOWITYTfiWhf,,,cust_6ZHzbxaWMPNpNe,386400,INR,upi,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,window_shopping_exit,Abandoned at cart_abandoned: window_shopping_exit,soft,,0,3,2026-08-08T20:06:25.997650+05:30,2026-08-08T20:06:25.997650+05:30,,closed,payment_link,0,+919876035451,suresh.chauhan142@gmail.com,,,,,cart_abandoned,3864.0,0.0
25b3e0f0-eb7a-4fa6-a3cd-6e5865e82ba0,payment,pay_4tP7ZPrnTdZElC,order_MlmcChXnP3rGAx,,,cust_DlwNG8CgyqfOP3,1045800,INR,upi,,GATEWAY_ERROR,issuer_bank,payment_authorization,bank_technical_error,Bank downtime. Please try again later.,technical,,1,3,2026-08-08T20:28:37.997650+05:30,2026-08-24T10:28:37.997650+05:30,,recovered,auto_retry,1045800,+919900870426,vikram.kumar387@outlook.com,,,,,,10458.0,10458.0
9f8c6137-055c-4789-a0bb-26ffc771ab1d,payment,pay_QxWofQs86IyOnO,order_zAdRmwYgKKXMF3,,,cust_PPju2NTXnIt5QV,281600,INR,netbanking,,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,card_expired,Your card has expired. Please use another card.,hard,,0,0,2026-08-08T20:43:27.997650+05:30,2026-08-08T20:43:27.997650+05:30,,closed,manual,0,+917788895013,rajesh.banerjee116@hotmail.com,,,,,,2816.0,0.0
6bf70fb7-b7ac-42df-824c-16a7e5d5549d,payment,pay_2ELin3IJAZz0rL,order_RVdIHUUmefZdn1,,,cust_7ZpJbq8k42jRRA,62500,INR,card,amex,BAD_REQUEST_ERROR,customer,payment_authentication,payment_cancelled,Your payment has been cancelled.,soft,,3,3,2026-08-08T21:13:14.997650+05:30,2026-09-07T05:13:14.997650+05:30,,recovered,sms,62500,+919900420181,vikram.reddy22@hotmail.com,,,,,,625.0,625.0
cc0fc938-6d36-45aa-bee1-8d5fdbe47519,payment,pay_VigPfMZGXzSDAP,order_XxWbEvx09Z1kNI,,,cust_NzqAl0ucb6KjKM,41000,INR,upi,,GATEWAY_ERROR,issuer_bank,payment_authorization,bank_technical_error,Bank downtime. Please try again later.,technical,,1,3,2026-08-08T21:24:30.997650+05:30,2026-09-03T10:24:30.997650+05:30,,recovered,auto_retry,41000,+919876315388,reyansh.verma183@hotmail.com,,,,,,410.0,410.0
9dcacae0-ec02-4fb7-89db-b92e45e53178,checkout_drop_off,,order_J2Eg1T3LK16QAr,,,cust_u1eu50hLu6xlny,87700,INR,card,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,window_shopping_exit,Abandoned at cart_abandoned: window_shopping_exit,soft,,0,3,2026-08-08T21:28:59.997650+05:30,2026-08-08T21:28:59.997650+05:30,,closed,payment_link,0,+918899258135,aditi.shah116@hotmail.com,,,,,cart_abandoned,877.0,0.0
a762f0b2-88a8-4b52-a2d8-6f1d25b7af60,checkout_drop_off,,order_KzOcOzi3R8RX0K,,,cust_SA97fPViovvWvA,474900,INR,upi,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,address_form_friction,Abandoned at address_submitted: address_form_friction,soft,,0,3,2026-08-08T22:06:40.997650+05:30,2026-08-08T22:06:40.997650+05:30,,closed,payment_link,0,+917766522387,deepak.yadav545@rediffmail.com,,,,,address_submitted,4749.0,0.0
ca677c1b-04b9-4683-a527-5d498bc761c0,checkout_drop_off,pay_DXcCtOpX40IZ0G,order_HFMMWB14zerqEW,,,cust_88JazwODCccAsa,211600,INR,card,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,saved_card_unavailable,Abandoned at payment_method_selected: saved_card_unavailable,soft,,0,3,2026-08-08T22:43:20.997650+05:30,2026-08-08T22:43:20.997650+05:30,,closed,payment_link,0,+919876321438,aanya.nair199@gmail.com,,,,,payment_method_selected,2116.0,0.0
